Tiempo	energiaX	EnergiaY	energiaZ	last_valX	last_valY	last_valZ
284	0	0	1	517	526	617
285	0	0	1	520	514	603
286	0	0	1	502	517	601
287	0	0	1	503	519	628
288	0	0	1	497	510	586
289	0	0	1	497	517	594
290	0	0	1	529	515	627
291	0	0	1	511	521	617
292	0	0	1	510	514	602
293	0	0	1	518	501	589
294	0	0	1	516	514	609
295	0	0	1	509	523	631
296	0	0	1	508	514	605
297	0	0	1	511	513	603
298	0	0	1	510	508	596
299	0	0	1	510	515	609
300	0	0	1	518	517	624
301	0	0	1	513	504	603
302	0	0	1	499	509	592
303	0	0	1	507	508	608
304	0	0	1	510	506	597
305	0	0	1	509	517	612
306	0	0	1	519	507	610
307	0	0	1	512	512	610
308	0	0	1	512	515	606
309	0	0	1	518	513	619
310	0	0	1	509	525	632
311	0	0	1	504	513	595
312	0	0	1	526	505	627
313	0	0	1	503	521	618
314	0	0	1	508	502	590
315	0	0	1	505	504	608
316	0	0	1	510	514	636
317	0	0	1	512	500	595
318	0	0	1	506	505	602
319	0	0	1	516	504	608
320	0	0	1	505	510	610
321	0	0	1	505	512	615
322	0	0	1	507	505	604
323	0	0	1	509	506	610
324	0	0	1	500	510	611
325	0	0	1	498	506	595
326	0	0	1	517	504	609
327	0	0	1	509	507	612
328	0	0	1	497	508	606
329	0	0	1	497	512	607
330	0	0	1	512	505	616
331	0	0	1	506	513	621
332	0	0	1	510	509	610
333	0	0	1	513	505	614
334	0	0	1	503	511	613
335	0	0	1	505	507	598
336	0	0	1	512	505	609
337	0	0	1	506	510	615
338	0	0	1	505	502	600
339	0	0	1	507	497	602
340	0	0	1	502	505	610
341	0	0	1	501	505	609
342	0	0	1	514	501	610
343	0	0	1	513	503	616
344	0	0	1	503	502	602
345	0	0	1	512	498	614
346	0	0	1	502	503	613
347	0	0	1	505	497	597
348	0	0	1	514	498	611
349	0	0	1	500	503	595
350	0	0	1	508	509	615
351	0	0	1	518	505	624
352	0	0	1	496	503	599
353	0	0	1	495	509	608
354	0	0	1	501	506	614
355	0	0	1	507	506	619
356	0	0	1	502	512	601
357	0	0	1	514	507	616
358	0	0	1	505	507	616
359	0	0	1	507	505	602
360	0	0	1	530	504	623
361	0	0	1	517	506	610
362	0	0	1	501	502	590
363	0	0	1	515	495	604
364	0	0	1	511	495	603
365	0	0	1	510	497	612
366	0	0	1	511	502	624
367	0	0	1	503	504	599
368	0	0	1	512	500	601
369	0	0	1	502	507	597
370	0	0	1	514	512	623
371	0	0	1	511	508	612
372	0	0	1	502	510	613
373	0	0	1	515	503	612
374	0	0	1	520	495	603
375	0	0	1	507	504	608
376	0	0	1	504	511	617
377	0	0	1	513	504	613
378	0	0	1	518	496	603
379	0	0	1	508	505	605
380	0	0	1	519	500	611
381	0	0	1	513	505	617
382	0	0	1	506	502	606
383	0	0	1	508	500	605
384	0	0	1	522	497	601
385	0	0	1	530	496	613
386	0	0	1	516	504	605
387	0	0	1	518	499	600
388	0	0	1	516	502	612
389	0	0	1	507	505	596
390	0	0	1	523	503	612
391	0	0	1	522	503	614
392	0	0	1	514	499	604
393	0	0	1	518	495	599
394	0	0	1	506	498	602
395	0	0	1	511	500	611
396	0	0	1	514	502	625
397	0	0	1	507	501	604
398	0	0	1	511	494	597
399	0	0	1	517	501	614
400	0	0	1	520	505	620
401	0	0	1	520	498	605
402	0	0	1	508	500	603
403	0	0	1	511	500	607
404	0	0	1	523	496	612
405	0	0	1	506	498	598
406	0	0	1	519	499	616
407	0	0	1	509	501	604
408	0	0	1	513	495	597
409	0	0	1	517	497	607
410	0	0	1	532	494	613
411	0	0	1	506	499	606
412	0	0	1	528	493	604
413	0	0	1	521	493	598
414	0	0	1	510	504	596
415	0	0	1	536	504	626
416	0	0	1	513	506	617
417	0	0	1	509	510	603
418	0	0	1	519	502	599
419	0	0	1	512	513	626
420	0	0	1	504	517	617
421	0	0	1	525	502	612
422	0	0	1	518	505	611
423	0	0	1	505	509	602
424	0	0	1	512	513	627
425	0	0	1	519	506	614
426	0	0	1	521	499	599
427	0	0	1	517	504	607
428	0	0	1	517	512	635
429	0	0	1	513	506	615
430	0	0	1	515	492	579
431	0	0	1	519	496	606
432	0	0	1	505	504	605
433	0	0	1	528	492	608
434	0	0	1	524	497	607
435	0	0	1	514	499	596
436	0	0	1	522	500	619
437	0	0	1	511	501	610
438	0	0	1	515	498	605
439	0	0	1	523	498	609
440	0	0	1	525	496	610
441	0	0	1	516	499	603
442	0	0	1	514	500	605
443	0	0	1	520	501	616
444	0	0	1	517	498	602
445	0	0	1	514	501	610
446	0	0	1	521	496	604
447	0	0	1	524	492	602
448	0	0	1	516	498	608
449	0	0	1	512	502	607
450	0	0	1	523	498	615
451	0	0	1	511	499	608
452	0	0	1	512	496	600
453	0	0	1	523	493	617
454	0	0	1	506	497	608
455	0	0	1	517	494	606
456	0	0	1	522	492	607
457	0	0	1	511	494	601
458	0	0	1	513	495	599
459	0	0	1	521	496	605
460	0	0	1	518	499	610
461	0	0	1	517	499	608
462	0	0	1	523	497	604
463	0	0	1	523	496	606
464	0	0	1	517	500	608
465	0	0	1	519	504	621
466	0	0	1	515	499	610
467	0	0	1	512	496	596
